id,name,address,city,postal_code,stars,review_count,is_open,categories
2967,"""Anna In The Raw""","""1360 E 9th St""",Cleveland,44114,4.5,17,1,Restaurants;Juice Bars & Smoothies;Gluten-Free;Vegan;Food
2968,"""McDonald's""","""4502 E Washington Ave""",Madison,53704,1,4,1,Burgers;Restaurants;Fast Food
2969,"""Salam's Market & Deli""","""616 S Forest Dr""",Tempe,85281,3.5,7,1,Delis;Restaurants;Food
2970,"""Villa Italian Kitchen""","""1000 Airport Blvd""",Pittsburgh,15231,3.5,3,1,Italian;Restaurants;Pizza;Seafood;Breakfast & Brunch
2971,"""Zone 28""","""2525 Freeport Rd""",Pittsburgh,15238,3,38,1,Arts & Entertainment;Active Life;Local Services;Fast Food;Event Planning & Services;Bowling;Amusement Parks;Leisure Centers;Party & Event Planning;Arcades;Restaurants;Community Service/Non-Profit;Laser Tag
2972,"""Dairy Queen""","""3154 W Sahara Ave""",Las Vegas,89102,2,43,1,Fast Food;Ice Cream & Frozen Yogurt;Restaurants;Food
2973,"""Taco Bell""","""6190 Steubenville Pike""",McKees Rocks,15136,4,4,1,Restaurants;Mexican;Fast Food;Tex-Mex
2974,"""Raising Cane's Chicken Fingers""","""9935 W McDowell Rd""",Avondale,85392,3.5,106,1,American (Traditional);Fast Food;Restaurants;Chicken Shop
2975,"""Teriyaki Boy Healthy Grill""","""4441 E Bonanza Rd, Ste 105""",Las Vegas,89110,3.5,71,1,Food;Asian Fusion;Chinese;Japanese;Restaurants
2976,"""Chipotle Mexican Grill""","""224 Euclid Ave""",Cleveland,44114,2.5,49,1,Restaurants;Mexican;Fast Food
2977,"""La Casa De Juana""","""1805 E Elliot Rd""",Tempe,85284,4,190,1,Mexican;Restaurants;Food
2978,"""Red Lobster""","""570 Marks St""",Henderson,89014,3.5,158,1,Restaurants;Seafood;American (Traditional)
2979,"""Lylac Café""","""1625 Boulevard Marcel-laurin""",Saint-Laurent,H4R 0B7,5,3,1,Coffee & Tea;Arabian;Restaurants;Cafes;Halal;Food
2980,"""Sterling Spoon Cafe""","""4100 Paradise Rd""",Las Vegas,89169,3,115,1,Restaurants;Food;Cafes;Diners
2981,"""Mugshots Coffee and Tea""","""102 S Main St""",Belmont,28012,5,35,1,Restaurants;Breakfast & Brunch;Food;Cafes;Coffee & Tea
2982,"""Prohibition Gastrohouse""","""696 Queen Street E""",Toronto,M4M 1G9,3.5,259,1,Bars;Sports Bars;Pubs;Restaurants;American (Traditional);Nightlife;Beer;Wine & Spirits;Food;Gastropubs
2983,"""Barriques - Monroe St.""","""1825 Monroe St""",Madison,53711,4,62,1,Beer;Wine & Spirits;Cafes;Coffee & Tea;Food;Restaurants
2984,"""La Carreta Taco grill""","""5740 W Buckeye Rd""",Phoenix,85043,4.5,5,1,Tacos;Food Trucks;Food;Food Stands;Mexican;Restaurants
2985,"""McDonald's""","""9301 Yonge Street""",Richmond Hill,L4C 1V4,3,14,1,Restaurants;Fast Food;Burgers
2986,"""Grand Concourse""","""100 W Station Square Dr""",Pittsburgh,15219,3.5,328,1,Seafood;Restaurants;Breakfast & Brunch;American (Traditional)
2987,"""Madistan""","""317 N Bassett St""",Madison,53703,4,55,1,Specialty Food;Mediterranean;Ethnic Food;Food;Pakistani;Halal;Restaurants
2988,"""Pellegrini Pizza""","""101 S Rainbow Blvd, Ste 7""",Las Vegas,89107,4,239,1,Food Delivery Services;Restaurants;Salad;Sandwiches;Food;Pizza
2989,"""Moncho's Bar & Grill""","""2317 Denison Ave""",Cleveland,44109,4,39,1,Latin American;Restaurants;Seafood;Colombian;Tapas Bars
2990,"""Michelle's Place""","""144 N Court St""",Medina,44256,2.5,12,1,American (Traditional);Sandwiches;Restaurants;Breakfast & Brunch;Food;American (New);Desserts
2991,"""Einstein Bros Bagels""","""9900 S Rural Rd""",Tempe,85284,2.5,31,1,Bagels;Delis;Breakfast & Brunch;Restaurants;Food
2992,"""Popeyes Louisiana Kitchen""","""553 Bloor Street  W""",Toronto,M5S 1Y6,2.5,16,1,Fast Food;Restaurants
2993,"""Wendy's""","""820 Richmond Rd""",Cleveland,44143,3,6,1,Fast Food;Burgers;Restaurants
2994,"""Zaxby's Chicken Fingers & Buffalo Wings""","""3460 E Franklin Blvd""",Gastonia,28056,3,9,1,Restaurants;Salad;American (Traditional);Chicken Wings;Fast Food
2995,"""Panda Express""","""3663 Las Vegas Blvd S, 3663 Las Vegas Blvd S, Ste 530""",Las Vegas,89109,3.5,40,1,Restaurants;Fast Food;Chinese
2996,"""SkinnyFATS""","""6261 Dean Martin Dr""",Las Vegas,89118,4.5,1741,1,Restaurants;American (Traditional);Breakfast & Brunch;Juice Bars & Smoothies;Food Delivery Services;Delis;American (New);Food
2997,"""Cole Cafe""","""1718 Mt Royal Blvd""",Glenshaw,15116,4,32,1,American (Traditional);Sandwiches;Breakfast & Brunch;Restaurants;Food;Coffee & Tea
2998,"""Queen City Burgers & Crafts, QCBC""","""135 Brevard Ct""",Charlotte,28202,4,52,1,Nightlife;Bars;Burgers;Restaurants;Hot Dogs;Food;Beer;Wine & Spirits
2999,"""Mi & Stu""","""2508 Rue Lapierre""",Lasalle,H8N 2W9,4,7,1,Vegan;Gluten-Free;Bakeries;Food;Restaurants
3000,"""Tropical Snowflake Raspados""","""1617 N 32nd St, Ste 8""",Phoenix,85008,4.5,18,1,Mexican;Desserts;Food;Shaved Ice;Restaurants
3001,"""The Bier Markt""","""7 O'Neill Rd""",Toronto,M3C 0H2,3,164,1,Belgian;Bars;Food;Restaurants;Beer;Wine & Spirits;Nightlife;Canadian (New)
3002,"""Popeyes Louisiana Kitchen""","""6125 Yonge Street""",North York,M2M 3W8,3,12,1,Fast Food;Restaurants;Chicken Wings
3003,"""Harvey's Restaurants""","""725 Markland St""",Markham,L6C 0G6,2,10,1,Food;Burgers;Food Delivery Services;Fast Food;Restaurants;American (Traditional)
3004,"""Chipotle Mexican Grill""","""4513 N Scottsdale Rd, Ste 108""",Scottsdale,85251,3.5,100,1,Restaurants;Tex-Mex;Fast Food;Mexican
3005,"""Berdena's""","""7051 E 5th Ave, Ste I""",Scottsdale,85251,5,65,1,Food;Restaurants;Breakfast & Brunch;Coffee & Tea;Waffles
3006,"""McDonald's""","""28 Sandiford Drive""",Stouffville,L4A 7X5,2.5,11,1,Burgers;Restaurants;Fast Food
3007,"""O'Toole's Pub and Restaurant""","""13601 Detroit Ave""",Lakewood,44107,4,22,1,Beer;Wine & Spirits;Nightlife;Pubs;Bars;Restaurants;Food;American (New)
3008,"""Original Breakfast House""","""13623 N 32nd St""",Phoenix,85032,4.5,1097,1,Cafes;Restaurants;Seafood;Breakfast & Brunch;Burgers
3009,"""Paris Baguette""","""3377 Las Vegas Blvd, Ste 2390""",Las Vegas,89109,4,122,1,Coffee & Tea;Restaurants;Food;Bakeries;Cafes
3010,"""Wendy's""","""1002 Lawrence Avenue W""",Toronto,M6A 1C3,4,4,1,Burgers;Fast Food;Restaurants
3011,"""Mirchi""","""365 Place d'Youville""",Montréal,H2Y 2B7,3,22,1,Indian;Specialty Food;Ethnic Food;Restaurants;Food
3012,"""The Shore Club""","""15083 Molokai Dr""",Tega Cay,29708,3,18,1,American (New);American (Traditional);Restaurants;Seafood;Sushi Bars
3013,"""Starbucks""","""7300 N Aliante Pkwy""",North Las Vegas,89084,5,4,1,Food;Coffee & Tea;Bakeries;Restaurants
3014,"""Taco Bell""","""360 Howe Ave""",Cuyahoga Falls,44221,2,6,1,Fast Food;Restaurants;Mexican;Tex-Mex
3015,"""Aroma Espresso Bar""","""321 Lakeshore Road""",Oakville,L6J 1J4,4,17,1,Coffee & Tea;Food;Sandwiches;Restaurants
3016,"""Fellinis Pizzeria""","""1624 Lincoln Way""",White Oak,15131,3,5,1,Food Delivery Services;Restaurants;Pizza;Food;Burgers;Salad
3017,"""Sonic Drive-In""","""2301 E Sahara""",Las Vegas,89104,2.5,20,1,Restaurants;Fast Food;Ice Cream & Frozen Yogurt;Food
3018,"""Subway""","""1080 Whitney Ranch Dr""",Henderson,89014,1.5,5,1,Fast Food;Restaurants;Sandwiches
3019,"""Copper Branch""","""301 Boulevard Brunswick""",Pointe-Claire,H9R 4Y2,4,16,1,Vegan;Fast Food;Restaurants
3020,"""McDonald's""","""2035 S Ellsworth Rd""",Mesa,85209,2.5,17,1,Burgers;Fast Food;Restaurants
3021,"""Vanak Restaurant""","""6036 Yonge Street""",Toronto,M2M 3W5,2.5,3,1,Sandwiches;Restaurants;Salad;Fast Food
3022,"""Rubio's""","""7407 W Bell Rd, Ste 1""",Peoria,85382,3.5,48,1,Mexican;Salad;Caterers;Restaurants;Seafood;Event Planning & Services
3023,"""Ace's Place Bar Grill Hub""","""113 Guildwood Parkway""",Toronto,M1E 1P1,3.5,24,1,Nightlife;Canadian (New);Food;Restaurants;Beer;Wine & Spirits;Bars;Sports Bars
3024,"""Papa John's Pizza""","""11300 E Via Linda""",Scottsdale,85259,3,15,1,Pizza;Restaurants;Fast Food
3025,"""Next Door Brewing Company""","""2439 Atwood Ave""",Madison,53704,3.5,137,1,Sandwiches;Bars;Food;American (New);Pubs;Breweries;Nightlife;Restaurants
3026,"""McDonalds""","""632 N Estrella Pkwy""",Goodyear,85338,1.5,58,1,Restaurants;Burgers;Fast Food
3027,"""Taco Bell""","""8520 W Warm Springs Rd""",Las Vegas,89113,3,39,1,Tex-Mex;Mexican;Restaurants;Fast Food
3028,"""Amaya""","""200 Simcoe Place""",Toronto,M5V 3K2,1.5,3,1,Restaurants;Indian;Fast Food
3029,"""McDonald's""","""Wollinstr. 6""",Stuttgart,70439,2,4,1,Burgers;Restaurants;Fast Food
3030,"""Taco Bell""","""4152 Kent Rd""",Stow,44224,2.5,3,1,Fast Food;Restaurants;Tex-Mex;Mexican
3031,"""Popeyes Louisiana Kitchen""","""9121 East Indian Bend Rd""",Scottsdale,85250,2,40,1,Restaurants;Chicken Wings;American (Traditional);Fast Food
3032,"""McDonald's""","""8480 Farm Rd""",Las Vegas,89131,2,52,1,Burgers;Restaurants;Fast Food
3033,"""Blaqcat Ultra Hookah Lounge""","""6340 W Charleston Blvd, Ste 140""",Las Vegas,89146,5,62,1,Adult Entertainment;Lounges;Hookah Bars;Restaurants;Coffee & Tea;Bars;Nightlife;Mediterranean;Food
3034,"""Fat Bastard Burrito""","""254 Adelaide Street W""",Toronto,M5H 1X6,2,20,1,Mexican;Fast Food;Restaurants
3035,"""Poké Catcher""","""49 W Thomas Rd""",Phoenix,85013,4.5,40,1,Restaurants;Poke;Food;Seafood;Hawaiian;Gluten-Free
3036,"""Caffè Mille Gusti""","""1038 Rue Saint-Zotique Est""",Montréal,H2S 1N2,4.5,6,1,Food;Breakfast & Brunch;Restaurants;Coffee & Tea;Cafes
3037,"""Wingzza""","""""",Charlotte,28269,3.5,16,1,Food;Food Trucks;Restaurants;Food Stands
3038,"""McDonald's""","""100 Davis Blvd""",Pittsburgh,15275,2.5,3,1,Burgers;Fast Food;Restaurants
3039,"""Poliberto's Bell Rd""","""3220 W Bell Rd""",Phoenix,85053,3.5,48,1,Mexican;Seafood;Restaurants;Breakfast & Brunch
3040,"""Echo & Rig""","""440 S Rampart Blvd""",Las Vegas,89145,4.5,1924,1,Food;Steakhouses;Meat Shops;Butcher;Specialty Food;Restaurants
3041,"""Beviamo Cafe""","""2275 Professor Ave""",Cleveland,44113,4.5,27,1,Lebanese;Food;Vegan;Middle Eastern;Juice Bars & Smoothies;Restaurants;Coffee & Tea
3042,"""Panera Bread""","""2960 Cahill Main""",Fitchburg,53711,2.5,33,1,Sandwiches;Salad;Food;Breakfast & Brunch;Bagels;Soup;Restaurants
3043,"""Amélie's French Bakery & Café""","""7715 Pineville Matthews Rd""",Charlotte,28226,3.5,183,1,Cafes;Restaurants;Patisserie/Cake Shop;Food;Bakeries;French
3044,"""McDonald's""","""4300 Lasalle Boul""",Verdun,H4G 2A8,2,6,1,Burgers;Fast Food;Restaurants
3045,"""Auntie Anne's""","""4250 W Anthem Way""",Anthem,85086,5,6,1,Food;Bakeries;Pretzels;Fast Food;Restaurants
3046,"""Sonic Drive-In""","""6724 W Thomas Rd""",Phoenix,85033,3,8,1,Restaurants;American (Traditional);Fast Food
3047,"""McDonald's""","""11198 Davidson Hwy""",Huntersville,28078,1.5,29,1,Fast Food;Burgers;Restaurants
3048,"""Arby's""","""1009 Dallas Chrryvlle Hwy""",Dallas,28034,3,5,1,Fast Food;Restaurants;Sandwiches
3049,"""Corner By Spoon and Fork""","""1225 Dundas Street E, Suite 14B""",Mississauga,L4Y 2C5,4,87,1,Thai;Breakfast & Brunch;Fast Food;Cafes;Restaurants;Asian Fusion
3050,"""Dairy Queen""","""2654 W Horizon Ridge Pkwy, Ste B17""",Henderson,89052,1.5,59,1,Fast Food;Restaurants;Food;Ice Cream & Frozen Yogurt
3051,"""Joyful House Chinese Cuisine""","""4601 Spring Mountain Rd""",Las Vegas,89102,3.5,445,1,Cantonese;Restaurants;Seafood;Chinese
3052,"""Sol's On the Square""","""117 E Mifflin St""",Madison,53703,3.5,92,1,Food;Restaurants;Korean
3053,"""El Tacontento""","""2401 N Rancho Dr""",Las Vegas,89130,4.5,21,1,Mexican;Food Stands;Restaurants
3054,"""Eggsmart""","""925 Rathburn Rd E""",Mississauga,L4W 4C3,3,17,1,Food;Coffee & Tea;Breakfast & Brunch;Restaurants;Bagels
3055,"""Food And Things Liquor & Deli""","""4995 N Granite Reef Rd""",Scottsdale,85251,3.5,5,1,Delis;Convenience Stores;Beer;Wine & Spirits;Restaurants;Food
3056,"""Popeyes Louisiana Kitchen""","""3717 S Las Vegas Blvd, Ste 206A""",Las Vegas,89109,2.5,19,1,American (Traditional);Chicken Wings;Southern;Chicken Shop;Restaurants;Fast Food
3057,"""Southern Tier Brewing""","""316 N Shore Dr""",Pittsburgh,15212,4,119,1,Food;Pubs;Nightlife;Bars;Restaurants;Gastropubs;Breweries
3058,"""Modernasia""","""Terminal 1""",Stuttgart,70629,4,3,1,Asian Fusion;Pan Asian;Food;Restaurants
3059,"""Chipotle Mexican Grill""","""5 Atterbury Blvd, Ste 1""",Hudson,44236,2.5,15,1,Mexican;Fast Food;Restaurants
3060,"""Va Da Vie""","""4203 Park Rd""",Charlotte,28209,4.5,185,1,Gelato;Restaurants;Local Flavor;Food
3061,"""The Boil Bar""","""664 Yonge Street""",Toronto,M4Y 2A6,3.5,43,1,Seafood;Restaurants;Cajun/Creole
3062,"""Panda Express""","""7014 E Camelback""",Scottsdale,85251,3,12,1,Chinese;Restaurants;Fast Food
3063,"""The Halal Guys""","""563 Yonge Street""",Toronto,M4Y 1Z2,3,163,1,Middle Eastern;Food Stands;Desserts;Restaurants;Food;Halal
3064,"""Curry Pot""","""3355 S Las Vegas Blvd""",Las Vegas,89109,3.5,101,1,Vegetarian;Restaurants;Fast Food;Indian
3065,"""Subway""","""1939 E Baseline Rd, Ste 114""",Gilbert,85233,2.5,4,1,Fast Food;Restaurants;Sandwiches
3066,"""Tacos Los Parados""","""400 N Eastern Ave""",Las Vegas,89101,5,4,1,Tacos;Food;Restaurants;Mexican;Street Vendors
3067,"""CRAFTkitchen""","""10940 S Eastern Ave, Ste 107""",Henderson,89052,4,550,1,American (New);Restaurants;Bakeries;Gluten-Free;Food;Breakfast & Brunch;Cafes
3068,"""Jack-In-the-Box #7239""","""8661 W Charleston Blvd""",Las Vegas,89117,3.5,22,1,Restaurants;Fast Food
3069,"""Mean Bao""","""275 Dundas Street W, Suite 19""",Toronto,M5T 3K1,3.5,79,1,Fast Food;Restaurants;Chinese
3070,"""Bar Marco""","""2216 Penn Ave""",Pittsburgh,15222,4,250,1,Restaurants;Bars;Tapas/Small Plates;Beer;Wine & Spirits;Cafes;Wine Bars;Nightlife;Food
3071,"""Panda Bowl Chinese Restaurant""","""2340 E Bonanza Rd""",Las Vegas,89101,4,24,1,Food;Restaurants;Chinese
3072,"""China Wok""","""204A -6S Century St""",Waunakee,53597,3.5,18,1,Restaurants;Chinese;Seafood
3073,"""Rita's Italian Ice""","""3712 Fifth Ave""",Oakland,15213,4,7,1,Shaved Ice;Food;Desserts;Restaurants;Italian;Ice Cream & Frozen Yogurt
3074,"""The King's Kitchen""","""129 W Trade St""",Charlotte,28202,4,457,1,Southern;Restaurants;Food;American (Traditional);Bakeries
3075,"""Wendy's""","""3910 E Washington Ave""",Madison,53704,2,7,1,Burgers;Restaurants;Fast Food
3076,"""Hwy 55 Burgers Shakes & Fries""","""8451 Davis Lake Pkwy, Ste B1""",Charlotte,28269,3,50,1,Restaurants;Burgers;Food;American (Traditional);Hot Dogs;Cheesesteaks;Ice Cream & Frozen Yogurt;Juice Bars & Smoothies
3077,"""Floyd's""","""7825 Nations Ford Rd""",Charlotte,28217,3,14,1,Restaurants;Soul Food;Food
3078,"""CraftHaus Brewery""","""7350 Eastgate Rd, Ste 110""",Henderson,89011,4.5,133,1,Nightlife;Food;Breweries;Pubs;Bars;Restaurants;Beer;Wine & Spirits;Beer Bar;Gastropubs;Lounges
3079,"""Green Grotto""","""3600 Rutherford Road, Unit 100""",Vaughan,L4H 3T8,2.5,16,1,Internet Cafes;Food;Bubble Tea;Restaurants;Taiwanese
3080,"""Harris Grill""","""5747 Ellsworth Ave""",Pittsburgh,15232,3.5,314,1,Nightlife;Bars;Diners;Restaurants;American (Traditional);Seafood;Pubs
3081,"""Gazette Restaurant""","""300 Saint-Antoine W""",Montréal,H2Y 0A3,3.5,32,1,Food;Tapas/Small Plates;Delicatessen;French;Restaurants
3082,"""Poke Bar""","""3009 W Agua Fria Fwy""",Phoenix,85027,5,35,1,Japanese;Food;Restaurants;Poke;Hawaiian
3083,"""Benny Pennello's""","""2909 N Davidson St, Ste 100""",Charlotte,28205,4,218,1,Fast Food;Restaurants;Italian;Pizza
3084,"""McDonald's""","""16547 W Bell Rd""",Surprise,85388,2,41,1,Fast Food;Restaurants;Burgers
3085,"""Ochsen""","""Am Remsufer 2""",Remseck am Neckar,71686,4.5,9,1,Meat Shops;Specialty Food;Restaurants;German;Food
3086,"""Cotto & Crudo""","""357 Edgeley Boulevard""",Vaughan,L4K 4Z5,3.5,5,1,Restaurants;Food;Delicatessen;Italian;Breakfast & Brunch
3087,"""Arby's""","""2251 Noblestown Rd""",Pittsburgh,15205,3.5,3,1,Restaurants;Sandwiches;Fast Food
3088,"""Food Lion""","""5831 South Blvd""",Charlotte,28217,3,8,1,Delis;Convenience Stores;Restaurants;Food;Grocery;Sandwiches
3089,"""Coco Frutti""","""3061 Boulevard de la Gare""",Vaudreuil-Dorion,J7V 9B9,4,5,1,Breakfast & Brunch;Sandwiches;Juice Bars & Smoothies;Food;French;Restaurants
3090,"""Five Guys""","""9484 W Flamingo Rd, Ste 180""",Las Vegas,89147,4,261,1,Burgers;Restaurants;American (New);Fast Food
3091,"""McDonald's""","""704 S Main St""",Mount Holly,28120,2,9,1,Burgers;Restaurants;Fast Food
3092,"""Carl's Jr Restaurants""","""3185 W Ann Rd""",North Las Vegas,89031,2.5,12,1,Restaurants;Fast Food;Burgers
3093,"""Five Guys""","""10271 S Eastern Ave, Ste 101""",Henderson,89052,3.5,232,1,Burgers;Restaurants;American (New);Fast Food
3094,"""Wendy's""","""5855 Som Center Rd""",Willoughby,44094,4.5,5,1,Burgers;Restaurants;Fast Food
3095,"""Train 344""","""283 Grande Cote""",Rosemère,J7A 2S9,4.5,3,1,Restaurants;Italian;Canadian (New);Seafood;Steakhouses
3096,"""Long John Silver's""","""5705 W Bell Rd""",Glendale,85308,2,4,1,Seafood;Fast Food;Restaurants;American (New)
3097,"""Flock Rotisserie + Greens""","""661 University Avenue""",Toronto,M5G 1M1,3.5,3,1,Salad;Fast Food;Restaurants
3098,"""Gaufrabec""","""351 Rue Isabey""",Montréal,H4T 1Y2,3.5,7,1,Belgian;Restaurants;Food Trucks;Waffles;Food
3099,"""Rubio's""","""15479 W McDowell Rd, Ste 101""",Goodyear,85338,4,86,1,Mexican;Caterers;Restaurants;Fast Food;Event Planning & Services;Seafood;Salad
3100,"""Subway""","""4102 N 24th St""",Phoenix,85016,3,9,1,Sandwiches;Fast Food;Restaurants
3101,"""Lo's Wok""","""3255 Highway 7 E, Unit 255""",Markham,L3R 3P9,3,3,1,Fast Food;Restaurants
3102,"""Tim Hortons""","""56 Wellesley Street W""",Toronto,M5S 3L6,1.5,3,1,Cafes;Restaurants;Food;Coffee & Tea;Donuts
3103,"""Tim Hortons""","""40 King Street W""",Toronto,M5H 3Y2,3,6,1,Food;Sandwiches;Coffee & Tea;Donuts;Restaurants;Delis
3104,"""Rubio's""","""24920 N Lake Pleasant Pkwy, Ste 101""",Peoria,85383,3.5,39,1,Seafood;Event Planning & Services;Mexican;Fast Food;Restaurants;Caterers;Salad
3105,"""Roasters""","""Newborough""",Scarborough,YO11 1NA,2,3,1,Coffee & Tea;Food;Restaurants
3106,"""Latin World""","""1229 Bloor Street W""",Toronto,M6H 1N6,4,23,1,Imported Food;Latin American;Restaurants;Food;Specialty Food;Ethnic Food
3107,"""T&T Supermarket""","""9625 Yonge Street""",Richmond Hill,L4C 8W4,3.5,18,1,Chinese;Grocery;Food;Restaurants
3108,"""Burger King""","""1194 King St W""",Toronto,M6K 1E6,2.5,8,1,Hot Dogs;Fast Food;Burgers;Restaurants
3109,"""Boom Breakfast & Co""","""145 Hawkview Boulevard, Unit 7""",Vaughan,L4H 2E2,3.5,27,1,Breakfast & Brunch;Food;Restaurants
3110,"""Dotty's #1""","""1131 E Tropicana Ave""",Las Vegas,89121,2,5,1,Restaurants;Arts & Entertainment;Beer;Wine & Spirits;Breakfast & Brunch;Food;Casinos;Shopping;Tobacco Shops
3111,"""Bonefish Grill""","""7520 Pineville-Matthews Rd""",Charlotte,28226,2.5,8,1,Bars;Nightlife;Restaurants;Cocktail Bars;Seafood;American (Traditional);American (New)
3112,"""La Plaza Supermarket""","""13609 Lakewood Heights Blvd""",Cleveland,44107,4.5,139,1,Grocery;Restaurants;Food;Mexican;Bakeries
3113,"""Subway""","""84 Northgate Street""",Chester,CH1 2HT,2.5,3,1,Restaurants;Sandwiches;Fast Food
3114,"""Pizza Pop""","""3355 The Collegeway, Unit 3""",Mississauga,L5L,4,4,1,Halal;Pizza;Restaurants;Fast Food
3115,"""La Fonderie""","""2133 Boulevard Le Carrefour""",Laval,H7S 1Z7,3.5,5,1,Fondue;Seafood;Restaurants;Chinese
3116,"""Lazy Joe's Fish & Chips""","""7835 S Rainbow Blvd, Ste 22""",Las Vegas,89139,3.5,288,1,Mediterranean;Gluten-Free;Restaurants;Seafood;Fish & Chips
3117,"""Galaxy T&T""","""1227A Bloor Street West""",Toronto,M6H 1N6,5,3,1,Fruits & Veggies;Sandwiches;Food;Vietnamese;Juice Bars & Smoothies;Restaurants;Specialty Food
3118,"""Summers Fruit Barn""","""2760 E Baseline Rd""",Phoenix,85042,4,39,1,Sandwiches;Fruits & Veggies;Food;Specialty Food;Restaurants
3119,"""KFC""","""6424 Albemarle Rd""",Charlotte,28212,1.5,3,1,Restaurants;Chicken Wings;Fast Food
3120,"""Bistro 9101""","""9101 Perry Hwy""",Pittsburgh,15237,3.5,29,1,Vegetarian;Seafood;Restaurants;American (New)
3121,"""McDonald's""","""821 N Val Vista Dr""",Gilbert,85234,2,20,1,Fast Food;Restaurants;Burgers
3122,"""Arby's""","""21412 Ctr Ridge Rd""",Rocky River,44116,3,4,1,Sandwiches;Fast Food;Restaurants
3123,"""The Buffalo Spot""","""2080 W Northern Ave, Ste 100""",Phoenix,85021,3.5,73,1,Restaurants;Chicken Wings;American (Traditional);Food;Juice Bars & Smoothies
3124,"""Montana's BBQ & Bar""","""75 Consumers Dr""",Whitby,L1N 9S2,2.5,12,1,Canadian (New);Steakhouses;Restaurants;American (New);Comfort Food
3125,"""Chick-fil-A""","""9611 Mentor Ave""",Mentor,44060,4.5,13,1,Desserts;Breakfast & Brunch;Food;Salad;Restaurants;Fast Food;Chicken Wings;Event Planning & Services;Caterers
3126,"""Firehouse Subs""","""8111 Concord Mills Blvd, Ste 670""",Concord,28027,4,11,1,Restaurants;Fast Food;Sandwiches;Delis
3127,"""Dragon's Alley""","""300 W Sahara Ave""",Las Vegas,89102,3,33,1,Barbeque;Chinese;Restaurants;Seafood
3128,"""Subway""","""34 Church Street""",Toronto,M5E 1T3,4,4,1,Fast Food;Sandwiches;Restaurants
3129,"""San Tan Corner Cafe""","""3100 W Ray Rd, Ste 118""",Chandler,85226,4,5,1,Tacos;Mediterranean;American (New);Cafes;Sandwiches;Acai Bowls;American (Traditional);Food;Coffee & Tea;Restaurants;Breakfast & Brunch;Mexican
3130,"""Aristo Bistro""","""25124 Center Ridge Rd""",Westlake,44145,4.5,13,1,Restaurants;Asian Fusion;Modern European;Chinese;Seafood
3131,"""Erie Street Kitchen""","""163 W Erie St""",Kent,44240,4.5,21,1,Southern;American (Traditional);Seafood;Gluten-Free;Restaurants;Barbeque;Sandwiches
3132,"""Evo Cafe""","""711 S 6th St""",Champaign,61820,2.5,53,1,Seafood;Food;Chinese;Szechuan;Restaurants;Coffee & Tea
3133,"""Brothers Pizza""","""4059 Rocky River Dr""",Cleveland,44135,3.5,49,1,Couriers & Delivery Services;Restaurants;Mexican;Local Services;Food Delivery Services;American (New);Fast Food;Pizza;Food
